Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment,TALK_interpolated
94,2883,049.0 114.0,19-4904CR-HY-098-2318-04901140-0300A-7,300.0,6.61,33.95,2.25,26.648,32.7,97.87678,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0,6.61,6.58,33.95,26.64,142.7,0.65,2.25,32.7,,,,,,,,302,,,,,,,,,2403.65
94,2884,049.0 114.0,19-4904CR-HY-098-2318-04901140-0396A-3,396.0,5.69,33.93,1.4,26.75,19.9,60.89506,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,396.0,5.69,5.66,33.93,26.75,133.7,0.78,1.4,19.9,,,,,,,,399,,,,,,,,,2412.75
94,2885,049.0 114.0,19-4904CR-HY-098-2318-04901140-0400A-7,400.0,5.66,33.934,1.37,26.757,19.5,59.58976,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0,5.66,5.63,33.934,26.75,133.0,0.79,1.37,19.5,,,,,,,,403,,,,,,,,,2413.07
94,2886,049.0 114.0,19-4904CR-HY-098-2318-04901140-0500A-7,500.0,5.08,34.055,0.82,26.922,11.5,35.66113,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0,5.08,5.04,34.055,26.92,118.1,0.91,0.82,11.5,,,,,,,,504,,,,,,,,,2419.475
94,2887,049.0 114.0,19-4904CR-HY-098-2318-04901140-0593A-3,593.0,4.72,34.2,0.51,27.078,7.1,22.17612,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,593.0,4.72,4.67,34.2,27.07,104.0,1.01,0.51,7.1,,,,,,,,597,,,,,,,,,2423.8
94,2888,049.0 114.0,19-4904CR-HY-098-2318-04901140-0600A-7,600.0,4.69,34.207,0.51,27.087,7.1,22.17592,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0,4.69,4.64,34.207,27.08,103.2,1.02,0.51,7.1,,,,,,,,605,,,,,,,,,2424.1349999999998
94,2889,049.0 114.0,19-4904CR-HY-098-2318-04901140-0700A-7,700.0,4.35,34.289,0.46,27.19,6.3,19.99981,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0,4.35,4.3,34.289,27.19,94.0,1.12,0.46,6.3,,,,,,,,705,,,,,,,,,2427.945
94,2890,049.0 114.0,19-4904CR-HY-098-2318-04901140-0800A-7,800.0,4.06,34.347,0.42,27.267,5.8,18.25932,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0,4.06,4.0,34.347,27.26,87.2,1.21,0.42,5.8,,,,,,,,807,,,,,,,,,2431.135
94,2891,049.0 114.0,19-4904CR-HY-098-2318-04901140-0892A-3,892.0,3.83,34.38,0.38,27.317,5.2,16.51954,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,892.0,3.83,3.76,34.38,27.31,82.9,1.29,0.38,5.2,,,,,,,,900,,,,,,,,,2433.6
94,2892,049.0 114.0,19-4904CR-HY-098-2318-04901140-0900A-7,900.0,3.81,34.381,0.39,27.32,5.3,16.95421,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0,3.81,3.74,34.381,27.32,82.7,1.3,0.39,5.3,,,,,,,,908,,,,,,,,,2433.8050000000003
94,2893,049.0 114.0,19-4904CR-HY-098-2318-04901140-1000A-7,1000.0,3.56,34.393,0.49,27.355,6.6,21.30072,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.0,3.56,3.49,34.393,27.35,79.7,1.38,0.49,6.6,,,,,,,,1009,,,,,,,,,2359.092
94,2894,049.0 114.0,19-4904CR-HY-098-2318-04901140-1100A-7,1100.0,3.3,34.407,0.59,27.391,7.9,25.6469,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.0,3.3,3.22,34.407,27.39,76.4,1.45,0.59,7.9,,,,,,,,1110,,,,,,,,,2361.228
94,2895,049.0 114.0,19-4904CR-HY-098-2318-04901140-1188A-3,1188.0,3.08,34.42,0.68,27.422,9.1,29.55825,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1188.0,3.08,3.0,34.42,27.42,73.5,1.52,0.68,9.1,,,,,,,,1199,,,,,,,,,2363.04
95,2896,048.0 124.0,19-4904CR-HY-099-0542-04801240-0000B-3,0.0,12.6,32.9,5.45,24.845,90.0,237.4964,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.0,12.6,12.6,32.9,24.84,309.5,0.0,5.45,90.0,,,,,,,,0,,,,,,,,,
95,2897,048.0 124.0,19-4904CR-HY-099-0542-04801240-0010A-3,10.0,5.8,32.86,5.28,25.886,74.9,229.8548,,3,2.0,8.0,2.0,,9,,8.0,8.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.0,5.8,,32.86,,,0.03,5.28,86.5,,,,,,,,10,,,,,,,,,
95,2898,048.0 124.0,19-4904CR-HY-099-0542-04801240-0020A-7,20.0,11.88,32.86,5.5,24.951,89.4,239.6505,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.0,11.88,11.88,32.86,24.95,299.9,0.06,5.5,89.4,,,,,,,,20,,,,,,,,,
95,2899,048.0 124.0,19-4904CR-HY-099-0542-04801240-0024A-3,24.0,11.74,32.86,5.61,24.977,91.0,244.4373,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,24.0,11.74,11.74,32.86,24.97,297.6,0.07,5.61,91.0,,,,,,,,24,,,,,,,,,
95,2900,048.0 124.0,19-4904CR-HY-099-0542-04801240-0030A-7,30.0,11.72,32.848,5.57,24.971,90.3,242.6958,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.0,11.72,11.72,32.848,24.97,298.2,0.09,5.57,90.3,,,,,,,,30,,,,,,,,,
95,2901,048.0 124.0,19-4904CR-HY-099-0542-04801240-0048A-3,48.0,11.67,32.81,5.44,24.951,88.0,237.0361,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,48.0,11.67,11.66,32.81,24.95,300.6,0.14,5.44,88.0,,,,,,,,48,,,,,,,,,
95,2902,048.0 124.0,19-4904CR-HY-099-0542-04801240-0050A-7,50.0,11.59,32.812,5.38,24.968,86.9,234.4179,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.0,11.59,11.58,32.812,24.96,299.0,0.15,5.38,86.9,,,,,,,,50,,,,,,,,,
95,2903,048.0 124.0,19-4904CR-HY-099-0542-04801240-0073A-3,73.0,10.38,32.92,4.76,25.266,75.0,207.3429,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,73.0,10.38,10.37,32.92,25.26,271.0,0.21,4.76,75.0,,,,,,,,73,,,,,,,,,
95,2904,048.0 124.0,19-4904CR-HY-099-0542-04801240-0075A-7,75.0,10.27,32.942,4.75,25.302,74.6,206.9,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.0,10.27,10.26,32.942,25.3,267.7,0.22,4.75,74.6,,,,,,,,75,,,,,,,,,
95,2905,048.0 124.0,19-4904CR-HY-099-0542-04801240-0097A-3,97.0,9.21,33.22,4.67,25.693,71.8,203.3378,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,97.0,9.21,9.2,33.22,25.69,230.7,0.27,4.67,71.8,,,,,,,,98,,,,,,,,,
95,2906,048.0 124.0,19-4904CR-HY-099-0542-04801240-0100A-7,100.0,9.11,33.252,4.6,25.734,70.6,200.2819,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0,9.11,9.1,33.252,25.73,226.9,0.28,4.6,70.6,,,,,,,,101,,,,,,,,,
95,2907,048.0 124.0,19-4904CR-HY-099-0542-04801240-0125A-7,125.0,8.41,33.487,3.91,26.027,59.1,170.191,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0,8.41,8.4,33.487,26.02,199.4,0.33,3.91,59.1,,,,,,,,126,,,,,,,,,
95,2908,048.0 124.0,19-4904CR-HY-099-0542-04801240-0146A-3,146.0,8.04,33.64,3.26,26.202,48.9,141.8742,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,146.0,8.04,8.03,33.64,26.2,183.1,0.37,3.26,48.9,,,,,,,,147,,,,,,,,,
95,2909,048.0 124.0,19-4904CR-HY-099-0542-04801240-0150A-7,150.0,7.98,33.666,3.19,26.232,47.8,138.8238,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0,7.98,7.97,33.666,26.23,180.3,0.38,3.19,47.8,,,,,,,,151,,,,,,,,,
95,2910,048.0 124.0,19-4904CR-HY-099-0542-04801240-0194A-3,194.0,7.43,33.89,2.7,26.487,40.0,117.4706,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,194.0,7.43,7.41,33.89,26.48,156.7,0.45,2.7,40.0,,,,,,,,195,,,,,,,,,
95,2911,048.0 124.0,19-4904CR-HY-099-0542-04801240-0200A-7,200.0,7.36,33.905,2.68,26.509,39.7,116.5979,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0,7.36,7.34,33.905,26.5,154.7,0.46,2.68,39.7,,,,,,,,201,,,,,,,,,2395.925
95,2912,048.0 124.0,19-4904CR-HY-099-0542-04801240-0250A-7,250.0,6.78,33.98,2.56,26.648,37.4,111.362,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0,6.78,6.76,33.98,26.64,142.0,0.54,2.56,37.4,,,,,,,,252,,,,,,,,,2402.1
95,2913,048.0 124.0,19-4904CR-HY-099-0542-04801240-0291A-3,291.0,6.34,33.98,2.5,26.707,36.1,108.7457,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,291.0,6.34,6.31,33.98,26.7,136.8,0.59,2.5,36.1,,,,,,,,293,,,,,,,,,2406.5
95,2914,048.0 124.0,19-4904CR-HY-099-0542-04801240-0300A-7,300.0,6.24,33.982,2.41,26.721,34.8,104.8295,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0,6.24,6.21,33.982,26.72,135.5,0.61,2.41,34.8,,,,,,,,302,,,,,,,,,2407.5099999999998
95,2915,048.0 124.0,19-4904CR-HY-099-0542-04801240-0388A-3,388.0,5.38,34.0,1.4,26.842,19.8,60.8896,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,388.0,5.38,5.35,34.0,26.84,124.5,0.72,1.4,19.8,,,,,,,,391,,,,,,,,,2416.2
95,2916,048.0 124.0,19-4904CR-HY-099-0542-04801240-0400A-7,400.0,5.31,34.008,1.31,26.857,18.5,56.97443,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0,5.31,5.28,34.008,26.85,123.2,0.74,1.31,18.5,,,,,,,,403,,,,,,,,,2416.94
95,2917,048.0 124.0,19-4904CR-HY-099-0542-04801240-0500A-7,500.0,4.85,34.085,0.71,26.971,9.9,30.87585,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0,4.85,4.81,34.085,26.97,113.1,0.85,0.71,9.9,,,,,,,,504,,,,,,,,,2421.925
95,2918,048.0 124.0,19-4904CR-HY-099-0542-04801240-0583A-3,583.0,4.65,34.16,0.46,27.054,6.4,20.00245,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,583.0,4.65,4.6,34.16,27.05,106.0,0.95,0.46,6.4,,,,,,,,587,,,,,,,,,2424.3
95,2919,048.0 124.0,19-4904CR-HY-099-0542-04801240-0600A-7,600.0,4.6,34.173,0.46,27.07,6.4,20.00214,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0,4.6,4.55,34.173,27.07,104.6,0.96,0.46,6.4,,,,,,,,605,,,,,,,,,2424.865
95,2920,048.0 124.0,19-4904CR-HY-099-0542-04801240-0700A-7,700.0,4.3,34.242,0.44,27.158,6.1,19.13084,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0,4.3,4.25,34.242,27.15,96.9,1.06,0.44,6.1,,,,,,,,706,,,,,,,,,2428.21
95,2921,048.0 124.0,19-4904CR-HY-099-0542-04801240-0800A-7,800.0,4.04,34.302,0.43,27.233,5.9,18.69469,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0,4.04,3.98,34.302,27.23,90.4,1.16,0.43,5.9,,,,,,,,807,,,,,,,,,2431.1099999999997
95,2922,048.0 124.0,19-4904CR-HY-099-0542-04801240-0875A-3,875.0,3.85,34.34,0.42,27.283,5.7,18.25904,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,875.0,3.85,3.79,34.34,27.28,86.0,1.22,0.42,5.7,,,,,,,,882,,,,,,,,,2433.2
95,2923,048.0 124.0,19-4904CR-HY-099-0542-04801240-0900A-7,900.0,3.79,34.347,0.43,27.295,5.9,18.69356,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0,3.79,3.72,34.347,27.29,85.0,1.24,0.43,5.9,,,,,,,,908,,,,,,,,,2433.835
95,2924,048.0 124.0,19-4904CR-HY-099-0542-04801240-1000A-7,1000.0,3.54,34.378,0.49,27.345,6.6,21.30093,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.0,3.54,3.47,34.378,27.34,80.6,1.33,0.49,6.6,,,,,,,,1009,,,,,,,,,2359.192
95,2925,048.0 124.0,19-4904CR-HY-099-0542-04801240-1100A-7,1100.0,3.28,34.409,0.54,27.395,7.3,23.47335,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.0,3.28,3.2,34.409,27.39,76.0,1.41,0.54,7.3,,,,,,,,1110,,,,,,,,,2361.396
95,2926,048.0 124.0,19-4904CR-HY-099-0542-04801240-1165A-3,1165.0,3.12,34.43,0.58,27.427,7.8,25.21133,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1165.0,3.12,3.04,34.43,27.42,73.1,1.45,0.58,7.8,,,,,,,,1176,,,,,,,,,2362.7599999999998
96,2927,046.7 133.0,19-4904CR-HY-099-1154-04671330-0000B-3,0.0,12.38,32.9,5.98,24.887,98.3,260.5817,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.0,12.38,12.38,32.9,24.88,305.5,0.0,5.98,98.3,,,,,,,,0,,,,,,,,,
96,2928,046.7 133.0,19-4904CR-HY-099-1154-04671330-0010A-3,10.0,3.49,32.83,5.92,26.109,79.3,257.66,,3,2.0,8.0,2.0,,9,,8.0,8.0,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.0,3.49,,32.83,,,0.03,5.92,96.9,,,,,,,,10,,,,,,,,,
96,2929,046.7 133.0,19-4904CR-HY-099-1154-04671330-0020A-7,20.0,12.04,32.851,5.96,24.914,97.2,259.7033,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.0,12.04,12.04,32.851,24.91,303.5,0.06,5.96,97.2,,,,,,,,20,,,,,,,,,
96,2930,046.7 133.0,19-4904CR-HY-099-1154-04671330-0024A-3,24.0,11.97,32.86,5.99,24.934,97.6,261.0055,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,24.0,11.97,11.97,32.86,24.93,301.6,0.07,5.99,97.6,,,,,,,,24,,,,,,,,,
96,2931,046.7 133.0,19-4904CR-HY-099-1154-04671330-0030A-7,30.0,11.92,32.86,5.98,24.944,97.3,260.5672,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.0,11.92,11.92,32.86,24.94,300.9,0.09,5.98,97.3,,,,,,,,30,,,,,,,,,
96,2932,046.7 133.0,19-4904CR-HY-099-1154-04671330-0048A-3,48.0,11.69,32.86,5.96,24.987,96.5,259.6848,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,48.0,11.69,11.68,32.86,24.98,297.2,0.14,5.96,96.5,,,,,,,,48,,,,,,,,,
96,2933,046.7 133.0,19-4904CR-HY-099-1154-04671330-0050A-7,50.0,11.64,32.857,5.95,24.993,96.3,259.2476,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.0,11.64,11.63,32.857,24.99,296.6,0.15,5.95,96.3,,,,,,,,50,,,,,,,,,
96,2934,046.7 133.0,19-4904CR-HY-099-1154-04671330-0072A-3,72.0,10.85,32.77,5.83,25.068,92.7,254.0005,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,72.0,10.85,10.84,32.77,25.06,289.9,0.21,5.83,92.7,,,,,,,,72,,,,,,,,,
96,2935,046.7 133.0,19-4904CR-HY-099-1154-04671330-0075A-7,75.0,10.69,32.803,5.75,25.121,91.1,250.5021,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.0,10.69,10.68,32.803,25.12,284.9,0.22,5.75,91.1,,,,,,,,75,,,,,,,,,
96,2936,046.7 133.0,19-4904CR-HY-099-1154-04671330-0096A-3,96.0,9.56,33.12,5.06,25.559,78.3,220.3477,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,96.0,9.56,9.55,33.12,25.55,243.6,0.28,5.06,78.3,,,,,,,,96,,,,,,,,,
96,2937,046.7 133.0,19-4904CR-HY-099-1154-04671330-0100A-7,100.0,9.4,33.17,4.91,25.624,75.8,213.8021,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0,9.4,9.39,33.17,25.62,237.4,0.28,4.91,75.8,,,,,,,,101,,,,,,,,,
96,2938,046.7 133.0,19-4904CR-HY-099-1154-04671330-0125A-7,125.0,8.58,33.45,4.05,25.972,61.5,176.2943,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0,8.58,8.57,33.45,25.97,204.7,0.34,4.05,61.5,,,,,,,,126,,,,,,,,,
96,2939,046.7 133.0,19-4904CR-HY-099-1154-04671330-0144A-3,144.0,8.19,33.62,3.44,26.164,51.8,149.7133,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,144.0,8.19,8.18,33.62,26.16,186.7,0.38,3.44,51.8,,,,,,,,145,,,,,,,,,
96,2940,046.7 133.0,19-4904CR-HY-099-1154-04671330-0150A-7,150.0,8.12,33.67,3.3,26.214,49.6,143.6133,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0,8.12,8.1,33.67,26.21,182.1,0.39,3.3,49.6,,,,,,,,151,,,,,,,,,
96,2941,046.7 133.0,19-4904CR-HY-099-1154-04671330-0191A-3,191.0,7.82,33.93,2.54,26.463,38.0,110.5119,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,191.0,7.82,7.8,33.93,26.46,159.1,0.46,2.54,38.0,,,,,,,,192,,,,,,,,,
96,2942,046.7 133.0,19-4904CR-HY-099-1154-04671330-0200A-7,200.0,7.71,33.956,2.44,26.499,36.4,106.1573,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0,7.71,7.69,33.956,26.49,155.8,0.47,2.44,36.4,,,,,,,,201,,,,,,,,,2392.6800000000003
96,2943,046.7 133.0,19-4904CR-HY-099-1154-04671330-0250A-7,250.0,7.05,33.986,2.02,26.617,29.7,87.87425,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0,7.05,7.03,33.986,26.61,145.2,0.55,2.02,29.7,,,,,,,,252,,,,,,,,,2399.43
96,2944,046.7 133.0,19-4904CR-HY-099-1154-04671330-0286A-3,286.0,6.56,34.02,1.85,26.71,26.9,80.4716,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,286.0,6.56,6.53,34.02,26.71,136.6,0.6,1.85,26.9,,,,,,,,288,,,,,,,,,2404.5
96,2945,046.7 133.0,19-4904CR-HY-099-1154-04671330-0300A-7,300.0,6.42,34.018,1.74,26.727,25.2,75.68555,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0,6.42,6.39,34.018,26.72,135.1,0.62,1.74,25.2,,,,,,,,302,,,,,,,,,2405.8900000000003
96,2946,046.7 133.0,19-4904CR-HY-099-1154-04671330-0382A-3,382.0,5.74,34.0,1.16,26.799,16.5,50.4535,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,382.0,5.74,5.71,34.0,26.79,128.9,0.73,1.16,16.5,,,,,,,,385,,,,,,,,,2412.6
96,2947,046.7 133.0,19-4904CR-HY-099-1154-04671330-0400A-7,400.0,5.62,34.014,1.07,26.825,15.2,46.53783,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0,5.62,5.59,34.014,26.82,126.6,0.75,1.07,15.2,,,,,,,,403,,,,,,,,,2413.8700000000003
96,2948,046.7 133.0,19-4904CR-HY-099-1154-04671330-0500A-7,500.0,5.03,34.11,0.7,26.971,9.8,30.44098,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0,5.03,4.99,34.11,26.97,113.4,0.87,0.7,9.8,,,,,,,,504,,,,,,,,,2420.25
96,2949,046.7 133.0,19-4904CR-HY-099-1154-04671330-0574A-3,574.0,4.7,34.2,0.55,27.08,7.7,23.91537,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,574.0,4.7,4.66,34.2,27.08,103.5,0.95,0.55,7.7,,,,,,,,578,,,,,,,,,2424.0
96,2950,046.7 133.0,19-4904CR-HY-099-1154-04671330-0600A-7,600.0,4.61,34.218,0.53,27.104,7.4,23.04518,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0,4.61,4.56,34.218,27.1,101.4,0.98,0.53,7.4,,,,,,,,605,,,,,,,,,2424.9900000000002
96,2951,046.7 133.0,19-4904CR-HY-099-1154-04671330-0700A-7,700.0,4.28,34.277,0.47,27.188,6.5,20.43462,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0,4.28,4.23,34.277,27.18,94.1,1.07,0.47,6.5,,,,,,,,706,,,,,,,,,2428.585
96,2952,046.7 133.0,19-4904CR-HY-099-1154-04671330-0800A-7,800.0,4.02,34.321,0.4,27.25,5.5,17.39012,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0,4.02,3.96,34.321,27.25,88.7,1.16,0.4,5.5,,,,,,,,807,,,,,,,,,2431.405
96,2953,046.7 133.0,19-4904CR-HY-099-1154-04671330-0863A-3,863.0,3.88,34.34,0.36,27.28,4.9,15.65065,,3,2.0,,2.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,863.0,3.88,3.82,34.34,27.28,86.2,1.22,0.36,4.9,,,,,,,,870,,,,,,,,,2432.8999999999996
96,2954,046.7 133.0,19-4904CR-HY-099-1154-04671330-0900A-7,900.0,3.78,34.351,0.4,27.299,5.4,17.38929,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0,3.78,3.71,34.351,27.29,84.5,1.25,0.4,5.4,,,,,,,,908,,,,,,,,,2433.955
96,2955,046.7 133.0,19-4904CR-HY-099-1154-04671330-1000A-7,1000.0,3.52,34.381,0.5,27.349,6.8,21.73555,,7,2.0,,3.0,,9,,,,,9,,9,,9.0,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.0,3.52,3.45,34.381,27.34,80.1,1.33,0.5,6.8,,,,,,,,1009,,,,,,,,,2359.364
